"","id","name","sensor","unit","dur_code","collection_method","start_date","end_date"
"672","PBS","PARKS CK NR BIG SPRINGS","BAT VOL","VOLTS","event","SATELLITE",2013-01-01,2021-06-01
"673","PBS","PARKS CK NR BIG SPRINGS","RIV STG","FEET","event","SATELLITE",2013-01-01,2021-06-01
"674","PBS","PARKS CK NR BIG SPRINGS","TEMP W","DEG F","event","SATELLITE",2013-01-01,2021-06-01
"675","PCE",NA,NA,NA,NA,NA,NA,2021-06-01
"676","PEL","PELICAN POINT AT ROARING RIVER","BAT VOL","VOLTS","event","DATA XCHG-DWR DES",2013-11-13,2021-06-01
"677","PEL","PELICAN POINT AT ROARING RIVER","RIV STG","FEET","event","DATA XCHG-DWR DES",2013-11-13,2021-06-01
"678","PM1","PUMPING PLANT 1","BAT VOL","VOLTS","event","SATELLITE",2011-12-06,2021-06-01
"679","PM1","PUMPING PLANT 1","RIV STG","FEET","event","SATELLITE",2003-01-24,2021-06-01
"680","PM1","PUMPING PLANT 1","TEMP W","DEG F","event","SATELLITE",2014-12-18,2015-02-19
"681","PM1","PUMPING PLANT 1","BAT VOL","VOLTS","hourly","SATELLITE",2002-12-30,2011-12-06
"682","PM2","PUMPING PLANT 2","RIV STG","FEET","event","SATELLITE",2003-01-24,2021-06-01
"683","PM2","PUMPING PLANT 2","BAT VOL","VOLTS","hourly","SATELLITE",2002-12-30,2021-06-01
"684","PM3","PUMPING PLANT 3","RIV STG","FEET","event","SATELLITE",2003-01-24,2021-06-01
"685","PM3","PUMPING PLANT 3","BAT VOL","VOLTS","hourly","SATELLITE",2002-12-30,2021-06-01
"686","PMC","PUMPING PLANT AT MIDDLE CREEK","RAINTIP","INCHES","event","SATELLITE",2015-02-06,2021-06-01
"687","PMC","PUMPING PLANT AT MIDDLE CREEK","RIV STG","FEET","event","SATELLITE",2002-12-30,2021-06-01
"688","PMC","PUMPING PLANT AT MIDDLE CREEK","BAT VOL","VOLTS","hourly","SATELLITE",2002-11-22,2021-06-01
"689","PME","PARKS CK BLW MWCD DIVERSION NR EDGEWOOD","BAT VOL","VOLTS","event","SATELLITE",2014-04-25,2021-06-01
"690","PME","PARKS CK BLW MWCD DIVERSION NR EDGEWOOD","RIV STG","FEET","event","SATELLITE",2014-04-25,2021-06-01
"691","PRS","PROSSER CREEK RESERVOIR","ABV TOC","AF","daily","COMPUTED",2012-06-01,2021-06-01
"692","PRS","PROSSER CREEK RESERVOIR","RES ELE","FEET","daily","COMPUTED",2004-06-01,2021-06-01
"693","PRS","PROSSER CREEK RESERVOIR","INFLOW","CFS","daily","DATA XCHG-USACE SAC",2017-07-01,2021-06-01
"694","PRS","PROSSER CREEK RESERVOIR","OUTFLOW","CFS","daily","DATA XCHG-USACE SAC",2017-07-01,2021-06-01
"695","PRS","PROSSER CREEK RESERVOIR","STORAGE","AF","daily","COMPUTED",2004-06-01,2021-06-01
"696","PRS","PROSSER CREEK RESERVOIR","RES CHG","AF","daily","COMPUTED",2004-06-01,2021-06-01
"697","PRS","PROSSER CREEK RESERVOIR","TOC STO","AF","daily","DATA XCHG-USACE SAC",2000-10-20,2021-06-01
"698","PRS","PROSSER CREEK RESERVOIR","RAIN","INCHES","event","SATELLITE",2006-12-01,2021-06-01
"699","PRS","PROSSER CREEK RESERVOIR","RES ELE","FEET","event","SATELLITE",2006-12-01,2021-06-01
"700","PRS","PROSSER CREEK RESERVOIR","STORAGE","AF","event","COMPUTED",2006-12-01,2021-06-01
"701","PRS","PROSSER CREEK RESERVOIR","REL SCH","CFS","event","MANUAL ENTRY",2011-02-16,2021-06-01
"702","PRS","PROSSER CREEK RESERVOIR","BAT VOL","VOLTS","hourly","SATELLITE",2002-10-24,2021-06-01
"703","PRS","PROSSER CREEK RESERVOIR","STORAGE","AF","monthly","MANUAL ENTRY",1964-01-01,2021-06-01
"704","PRS","PROSSER CREEK RESERVOIR","RAIN","INCHES","hourly","SATELLITE",1989-07-25,2006-11-30
"705","PRS","PROSSER CREEK RESERVOIR","RES ELE","FEET","hourly","SATELLITE",1989-07-25,2006-11-30
"706","PRS","PROSSER CREEK RESERVOIR","STORAGE","AF","hourly","COMPUTED",1990-08-30,2006-11-30
"707","PRS","PROSSER CREEK RESERVOIR","FLOW","CFS","hourly","COMPUTED",1995-01-05,1999-09-16
"708","PRS","PROSSER CREEK RESERVOIR","RIV STG","FEET","hourly","SATELLITE",1989-07-25,1999-09-16
"709","PSP","PINOLE CREEK AT SAN PABLO","RIV STG","FEET","event","DATA XCHG-CCC",2017-03-14,2021-06-01
"710","PTB","PETALUMA RIVER AT D STREET BRIDGE","RAINTIP","INCHES","event","DATA XCHG-NWS",1998-02-23,2021-06-01
"711","PTB","PETALUMA RIVER AT D STREET BRIDGE","RIV STG","FEET","event","DATA XCHG-NWS",1998-02-23,2021-06-01
"712","Q01","WQ01","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"713","Q01","WQ01","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"714","Q01","WQ01","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"715","Q01","WQ01","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"716","Q01","WQ01","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"717","Q01","WQ01","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"718","Q01","WQ01","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"719","Q03","WQ03","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"720","Q03","WQ03","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"721","Q03","WQ03","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"722","Q03","WQ03","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"723","Q03","WQ03","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"724","Q03","WQ03","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"725","Q03","WQ03","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"726","Q04","WQ04","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"727","Q04","WQ04","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"728","Q04","WQ04","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"729","Q04","WQ04","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"730","Q04","WQ04","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"731","Q04","WQ04","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"732","Q04","WQ04","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"733","Q05","WQ05","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"734","Q05","WQ05","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"735","Q05","WQ05","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"736","Q05","WQ05","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"737","Q05","WQ05","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"738","Q05","WQ05","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"739","Q05","WQ05","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"740","Q06","WQ06","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"741","Q06","WQ06","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"742","Q06","WQ06","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"743","Q06","WQ06","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"744","Q06","WQ06","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"745","Q06","WQ06","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"746","Q06","WQ06","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"747","Q07","WQ07","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"748","Q07","WQ07","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"749","Q07","WQ07","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"750","Q07","WQ07","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"751","Q07","WQ07","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"752","Q07","WQ07","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"753","Q07","WQ07","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"754","Q08","WQ08","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"755","Q08","WQ08","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"756","Q08","WQ08","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"757","Q08","WQ08","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"758","Q08","WQ08","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"759","Q08","WQ08","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"760","Q08","WQ08","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"761","Q09","WQ09","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"762","Q09","WQ09","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"763","Q09","WQ09","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"764","Q09","WQ09","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"765","Q09","WQ09","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"766","Q09","WQ09","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"767","Q09","WQ09","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"768","Q12","WQ12","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"769","Q12","WQ12","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"770","Q12","WQ12","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"771","Q12","WQ12","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"772","Q12","WQ12","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"773","Q12","WQ12","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"774","Q12","WQ12","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"775","Q13","WQ13","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"776","Q13","WQ13","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"777","Q13","WQ13","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"778","Q13","WQ13","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"779","Q13","WQ13","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"780","Q13","WQ13","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"781","Q13","WQ13","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"782","Q14","WQ14","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"783","Q14","WQ14","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"784","Q14","WQ14","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"785","Q14","WQ14","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"786","Q14","WQ14","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"787","Q14","WQ14","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"788","Q14","WQ14","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"789","Q15","WQ15","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"790","Q15","WQ15","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"791","Q15","WQ15","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"792","Q15","WQ15","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"793","Q15","WQ15","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"794","Q15","WQ15","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"795","Q15","WQ15","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"796","Q17","WQ17","EL CND","mS/cm","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"797","Q17","WQ17","RIV STG","FEET","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"798","Q17","WQ17","TEMP","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"799","Q17","WQ17","TEMP W","DEG F","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"800","Q17","WQ17","DIS OXY","MG/L","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"801","Q17","WQ17","PH VAL","PH","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"802","Q17","WQ17","TURB W","NTU","event","DATA XCHG-CTRANS",2013-10-09,2021-06-01
"803","RCF","ROCK CK BLW FARMINGTON DAM","BAT VOL","VOLTS","event","SATELLITE",2010-01-20,2021-06-01
"804","RCF","ROCK CK BLW FARMINGTON DAM","RAIN","INCHES","event","SATELLITE",2010-01-20,2021-06-01
"805","RCF","ROCK CK BLW FARMINGTON DAM","RIV STG","FEET","event","SATELLITE",2010-01-20,2021-06-01
"806","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","TEMP AV","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"807","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","TEMP MX","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"808","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","TEMP MN","DEG F","daily","COMPUTED",2005-10-01,2021-06-01
"809","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","TEMP W","DEG F","daily","COMPUTED",2002-01-01,2021-06-01
"810","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","BAT VOL","VOLTS","hourly","SATELLITE",1995-01-01,2021-06-01
"811","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","RIV STG","FEET","hourly","SATELLITE",2001-01-31,2021-06-01
"812","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","TEMP","DEG F","hourly","SATELLITE",1990-11-30,2021-06-01
"813","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","TEMP W","DEG F","hourly","SATELLITE",1989-11-13,2021-06-01
"814","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","DIS OXY","MG/L","hourly","SATELLITE",1989-11-13,2021-06-01
"815","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","TURB W","NTU","hourly","SATELLITE",1989-11-13,2021-06-01
"816","RDB","SACRAMENTO R AT RED BLUFF DIVERSION DAM","STAGE F","FEET","hourly","DATA XCHG-NWS",2009-10-07,2009-10-07
"817","RDF","RED BLUFF (ALERT)","FLOW","CFS","event","ALERT",1998-02-19,2000-09-26
"818","RDF","RED BLUFF (ALERT)","RIV STG","FEET","event","ALERT",1995-02-06,2000-09-26
"819","RGP","SAN JOAQUIN R AT RINDGE PUMP","BAT VOL","VOLTS","event","SATELLITE",2016-03-01,2021-06-01
"820","RGP","SAN JOAQUIN R AT RINDGE PUMP","RIV STG","FEET","event","SATELLITE",2016-03-01,2021-06-01
"821","RHW","RODEO CREEK AT HAWTHORNE DRIVE","RIV STG","FEET","event","DATA XCHG-CCC",2017-07-31,2021-06-01
"822","RMB","TICE CREEK AT ROSSMOOR BASIN","RIV STG","FEET","event","DATA XCHG-CCC",2016-10-24,2021-06-01
"823","ROR","ROARING RIVER","BAT VOL","VOLTS","event","DATA XCHG-DWR DES",2009-05-28,2021-06-01
"824","ROR","ROARING RIVER","EL COND","uS/cm","event","DATA XCHG-DWR DES",2009-05-28,2021-06-01
"825","ROR","ROARING RIVER","RES ELE","FEET","event","DATA XCHG-DWR DES",2009-05-28,2021-06-01
"826","ROR","ROARING RIVER","TEMP W","DEG F","event","DATA XCHG-DWR DES",2009-05-28,2021-06-01
"827","ROR","ROARING RIVER","BAT VOL","VOLTS","hourly","DATA XCHG-DWR DES",1995-01-01,2021-06-01
"828","ROR","ROARING RIVER","EL COND","uS/cm","hourly","DATA XCHG-DWR DES",2008-05-15,2021-06-01
"829","ROR","ROARING RIVER","RES ELE","FEET","hourly","DATA XCHG-DWR DES",2005-10-06,2021-06-01
"830","ROR","ROARING RIVER","TEMP W","DEG F","hourly","DATA XCHG-DWR DES",2008-05-15,2021-06-01
"831","ROR","ROARING RIVER","RIV STG","FEET","event","DATA XCHG-DWR DES",2009-05-28,2011-10-07
"832","ROR","ROARING RIVER","RIV STG","FEET","hourly","DATA XCHG-DWR DES",1987-01-01,2011-10-07
"833","ROR","ROARING RIVER","EL CND","mS/cm","hourly","MICROWAVE",1987-01-09,1997-01-20
"834","RTM","DES REAL TIME MONITORING TEST STATION","BAT VOL","VOLTS","event","DATA XCHG-DWR DES",2008-05-28,2021-06-01
"835","RTM","DES REAL TIME MONITORING TEST STATION","CHLORPH","ug/L","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"836","RTM","DES REAL TIME MONITORING TEST STATION","EL CONDB","uS/cm","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"837","RTM","DES REAL TIME MONITORING TEST STATION","EL COND","uS/cm","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"838","RTM","DES REAL TIME MONITORING TEST STATION","RIV STG","FEET","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"839","RTM","DES REAL TIME MONITORING TEST STATION","SOLAR R","W/M^2","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"840","RTM","DES REAL TIME MONITORING TEST STATION","TEMP","DEG F","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"841","RTM","DES REAL TIME MONITORING TEST STATION","TEMPW C","DEG C","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"842","RTM","DES REAL TIME MONITORING TEST STATION","DIS OXY","MG/L","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"843","RTM","DES REAL TIME MONITORING TEST STATION","PH VAL","PH","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"844","RTM","DES REAL TIME MONITORING TEST STATION","TURB W","NTU","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"845","RTM","DES REAL TIME MONITORING TEST STATION","WIND DR","DEG","event","DATA XCHG-DWR DES",2008-05-29,2021-06-01
"846","RTM","DES REAL TIME MONITORING TEST STATION","WIND SP","MPH","event","DATA XCHG-DWR DES",2008-05-12,2021-06-01
"847","SAG","SHASTA R ABV CTY RD A-12 NR GRENADA","BAT VOL","VOLTS","event","SATELLITE",2013-01-01,2014-04-16
"848","SAG","SHASTA R ABV CTY RD A-12 NR GRENADA","RIV STG","FEET","event","SATELLITE",2013-01-01,2014-04-16
"849","SB1","SUTTER BYPASS CHANNEL AT PUMPING PLANT 1","RIV STG","FEET","event","SATELLITE",2007-10-18,2021-06-01
"850","SB2","SUTTER BYPASS CHANNEL AT PUMPING PLANT 2","RIV STG","FEET","event","SATELLITE",2007-10-18,2021-06-01
"851","SB3","SUTTER BYPASS CHANNEL AT PUMPING PLANT 3","RIV STG","FEET","event","SATELLITE",2007-10-18,2021-06-01
"852","SBG","SHASTA R BLW CTY RD A-12 NR GRENADA","PPT INC","INCHES","daily","COMPUTED",2014-09-05,2021-06-01
"853","SBG","SHASTA R BLW CTY RD A-12 NR GRENADA","BAT VOL","VOLTS","event","SATELLITE",2014-04-25,2021-06-01
"854","SBG","SHASTA R BLW CTY RD A-12 NR GRENADA","RAINTIP","INCHES","event","SATELLITE",2014-09-05,2021-06-01
"855","SBG","SHASTA R BLW CTY RD A-12 NR GRENADA","RIV STG","FEET","event","SATELLITE",2014-04-25,2021-06-01
"856","SBP","SUTTER BYPASS AT RD 1500 PUMP","RIV STG","FEET","event","SATELLITE",1997-10-21,2017-12-01
"857","SBP","SUTTER BYPASS AT RD 1500 PUMP","BAT VOL","VOLTS","hourly","SATELLITE",1997-10-22,2017-12-01
"858","SBP","SUTTER BYPASS AT RD 1500 PUMP","RIV STG","FEET","hourly","SATELLITE",1997-10-22,2017-12-01
"859","SBP","SUTTER BYPASS AT RD 1500 PUMP","FLOW","CFS","hourly","COMPUTED",1997-10-22,2013-03-04
"860","SBP","SUTTER BYPASS AT RD 1500 PUMP","FLOW","CFS","event","COMPUTED",1997-10-21,2012-01-01
"861","SBS","SACRAMENTO RIVER AT BUTTE SLOUGH","RIV STG","FEET","event","SATELLITE",1998-10-03,2021-06-01
"862","SBS","SACRAMENTO RIVER AT BUTTE SLOUGH","RIV STG","FEET","hourly","SATELLITE",1998-10-09,2021-06-01
"863","SBS","SACRAMENTO RIVER AT BUTTE SLOUGH","FLOW","CFS","hourly","COMPUTED",1999-06-24,2004-10-01
"864","SBS","SACRAMENTO RIVER AT BUTTE SLOUGH","FLOW","CFS","event","COMPUTED",1998-10-03,1998-10-03
"865","SCK","SHACKLEFORD CK NR MUGGINSVILLE","BAT VOL","VOLTS","event","SATELLITE",2004-06-24,2021-06-01
"866","SCK","SHACKLEFORD CK NR MUGGINSVILLE","RIV STG","FEET","event","SATELLITE",2004-06-24,2021-06-01
"867","SCQ","TULE R BLW SUCCESS DAM","BAT VOL","VOLTS","event","SATELLITE",2010-01-20,2021-06-01
"868","SCQ","TULE R BLW SUCCESS DAM","RIV STG","FEET","event","SATELLITE",2010-01-20,2021-06-01
"869","SCQ","TULE R BLW SUCCESS DAM","TEMP W","DEG F","event","SATELLITE",2010-01-20,2021-06-01
"870","SDK","SODA CK NR NAPA","BAT VOL","VOLTS","event","SATELLITE",2017-12-07,2021-06-01
"871","SDK","SODA CK NR NAPA","RAINTIP","INCHES","event","SATELLITE",2017-12-07,2021-06-01
"872","SDK","SODA CK NR NAPA","RIV STG","FEET","event","SATELLITE",2017-12-07,2021-06-01
"873","SDK","SODA CK NR NAPA","RAINTIP","INCHES","hourly","FROM 15-MINUTE DATA",2020-10-01,2021-06-01
"874","SGN","SUGAR CK NR CALLAHAN","BAT VOL","VOLTS","event","SATELLITE",2005-12-02,2021-06-01
"875","SGN","SUGAR CK NR CALLAHAN","RIV STG","FEET","event","SATELLITE",2005-12-02,2021-06-01
"876","SHG","SHIRLEY GULCH","BAT VOL","VOLTS","event","SATELLITE",2010-01-20,2021-06-01
"877","SHG","SHIRLEY GULCH","RAIN","INCHES","event","SATELLITE",2010-01-20,2021-06-01
"878","SHG","SHIRLEY GULCH","RIV STG","FEET","event","SATELLITE",2010-01-20,2021-06-01
"879","SIM","YUBA RIVER AT SIMPSON LANE BRIDGE","RIV STG","FEET","event","SATELLITE",1997-09-10,2007-03-09
"880","SIM","YUBA RIVER AT SIMPSON LANE BRIDGE","BAT VOL","VOLTS","hourly","SATELLITE",1998-01-15,2007-03-09
"881","SIM","YUBA RIVER AT SIMPSON LANE BRIDGE","RIV STG","FEET","hourly","SATELLITE",1998-01-15,2007-03-09
"882","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","EL COND","uS/cm","daily","COMPUTED",2008-07-01,2021-06-01
"883","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","M FLOW","CFS","daily","COMPUTED",2007-07-01,2021-06-01
"884","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","BAT VOL","VOLTS","event","SATELLITE",2002-02-27,2021-06-01
"885","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","EL COND","uS/cm","event","SATELLITE",2006-05-09,2021-06-01
"886","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","RIV STG","FEET","event","SATELLITE",2002-02-27,2021-06-01
"887","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","TEMP W","DEG F","event","SATELLITE",2006-05-09,2021-06-01
"888","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","BAT VOL","VOLTS","hourly","SATELLITE",2004-10-13,2012-09-05
"889","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","FLOW","CFS","event","DATA XCHG-DWR NCRO",2004-10-13,2012-02-03
"890","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","VLOCITY","FT/SEC","event","DATA XCHG-DWR NCRO",2004-10-13,2012-02-03
"891","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","FLOW","CFS","hourly","COMPUTED",2007-07-01,2007-12-01
"892","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","RIV STG","FEET","hourly","COMPUTED",2007-07-01,2007-12-01
"893","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","RIVST88","FEET","event","COMPUTED",2006-02-02,2006-09-30
"894","SJL","SAN JOAQUIN R BLW OLD R NEAR LATHROP","TEMP W","DEG F","hourly","SATELLITE",2004-10-13,2006-05-09
"895","SJW",NA,NA,NA,NA,NA,NA,2021-06-01
"896","SLG","SALINAS RIVER AT LAGOON","RIV STG","FEET","event","DATA XCHG-NWS",2003-09-29,2021-06-01
"897","SNB","SCOTT R. NR SCOTT BAR","BAT VOL","VOLTS","event","SATELLITE",2005-02-28,2008-10-18
"898","SNB","SCOTT R. NR SCOTT BAR","RIV STG","FEET","event","SATELLITE",2005-02-28,2008-10-18
"899","SNB","SCOTT R. NR SCOTT BAR","TEMP W","DEG F","event","SATELLITE",2005-08-05,2008-10-18
"900","SNC","SUNRISE CLUB","EL COND","uS/cm","daily","COMPUTED",2008-03-01,2021-06-01
"901","SNC","SUNRISE CLUB","BAT VOL","VOLTS","event","DATA XCHG-DWR DES",2009-06-05,2021-06-01
"902","SNC","SUNRISE CLUB","EL COND","uS/cm","event","DATA XCHG-DWR DES",2009-06-05,2021-06-01
"903","SNC","SUNRISE CLUB","RIV STG","FEET","event","DATA XCHG-DWR DES",2009-06-05,2021-06-01
"904","SNC","SUNRISE CLUB","TEMP W","DEG F","event","DATA XCHG-DWR DES",2009-06-05,2021-06-01
"905","SNC","SUNRISE CLUB","BAT VOL","VOLTS","hourly","SATELLITE",1995-01-01,2021-06-01
"906","SNC","SUNRISE CLUB","EL COND","uS/cm","hourly","SATELLITE",2007-05-24,2021-06-01
"907","SNC","SUNRISE CLUB","RIV STG","FEET","hourly","SATELLITE",1994-07-01,2021-06-01
"908","SNC","SUNRISE CLUB","TEMP W","DEG F","hourly","SATELLITE",2007-05-24,2021-06-01
